Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,cancelled_Rides_by_Customer,cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
25-07-2026 11:22,11:22:41 AM,CNR6390782442,Driver not found,CID8060991,Bike,Kothrud,Koregaon Park,,,,,,,,,,,
10-07-2026 09:10,09:10:43 AM,CNR3926489601,Success,CID8625724,Auto,Koregaon Park,Mundhwa,207,63,,,No,,198,UPI,5,4,4.8
17-07-2026 19:34,07:34:34 PM,CNR9766016050,Canceled by Driver,CID3564496,Mini,Pisoli,Pashan,,,,More than permitted people in there,,,,,,,
12-07-2026 05:32,05:32:26 AM,CNR3670870153,Driver not found,CID3210558,Prime SUV,Lohegaon,Koregaon Park,,,,,,,,,,,
11-07-2026 11:38,11:38:12 AM,CNR5663794847,Driver not found,CID4278051,Bike,Lohegaon,Narhe,,,,,,,,,,,
24-07-2026 07:16,07:16:56 AM,CNR8389158911,Success,CID6917170,Prime Sedan,Undri,Bhosari,145,92,,,No,,472,Credit Card,11,4.7,1
19-07-2026 01:36,01:36:02 AM,CNR6043218391,Canceled by Driver,CID8203151,Mini,Nigdi,Pisoli,,,,The customer was coughing/sick,,,,,,,
07-07-2026 14:20,02:20:09 PM,CNR2334218144,Driver not found,CID8106310,Mini,Vishrantwadi,Karve Nagar,,,,,,,,,,,
19-07-2026 22:25,10:25:08 PM,CNR2125302590,Success,CID9724033,Prime Sedan,Bavdhan,Ambegaon,203,118,,,No,,712,UPI,19,4.7,4.5
15-07-2026 23:28,11:28:03 PM,CNR3443999010,Success,CID7725866,Mini,Tathawade,Ravet,189,73,,,No,,221,Cash,9,5,4.8
11-07-2026 14:08,02:08:44 PM,CNR2024290518,Canceled by Customer,CID1804174,Bike,Tathawade,Aundh,,,Change of plans,,,,,,,,
03-07-2026 06:21,06:21:55 AM,CNR9595659880,Canceled by Driver,CID9167138,Mini,Warje,Yerawada,,,,The customer was coughing/sick,,,,,,,
29-07-2026 07:55,07:55:38 AM,CNR2107172681,Success,CID5971287,Auto,Keshav Nagar,Nigdi,261,123,,,No,,230,Cash,12,5,2
26-07-2026 09:52,09:52:15 AM,CNR5009657456,Canceled by Driver,CID2958423,Mini,Tathawade,Vadgaon Budruk,,,,More than permitted people in there,,,,,,,
10-07-2026 14:02,02:02:53 PM,CNR2927036198,Driver not found,CID3832176,Prime Plus,Magarpatta,Kothrud,,,,,,,,,,,
18-07-2026 23:10,11:10:16 PM,CNR7994346122,Driver not found,CID9377464,Auto,Kalyani Nagar,Vadgaon Budruk,,,,,,,,,,,
26-07-2026 18:04,06:04:23 PM,CNR1383572424,Success,CID8448889,Auto,Bavdhan,Akurdi,77,92,,,No,,101,Debit Card,2,3.2,3.8
17-07-2026 20:57,08:57:12 PM,CNR1823757325,Canceled by Driver,CID6514993,Mini,Yerawada,Lohegaon,,,,Customer related issue,,,,,,,
05-07-2026 17:51,05:51:58 PM,CNR3329686061,Success,CID9555429,Bike,Bhosari,Hinjawadi,53,98,,,No,,177,Cash,8,4.8,3.5
15-07-2026 23:14,11:14:40 PM,CNR9462968032,Success,CID5191950,Prime Plus,Chakan,Nigdi,300,40,,,No,,440,UPI,15,5,3.5
10-07-2026 12:10,12:10:51 PM,CNR4240749423,Success,CID8810067,Mini,Chakan,Viman Nagar,214,34,,,No,,196,UPI,5,2.5,3.2
15-07-2026 01:37,01:37:57 AM,CNR6557584182,Driver not found,CID9845637,Mini,Ambegaon,Fatima Nagar,,,,,,,,,,,
26-07-2026 03:53,03:53:25 AM,CNR5439195190,Driver not found,CID8863430,Prime Sedan,Baner,Mundhwa,,,,,,,,,,,
13-07-2026 20:41,08:41:43 PM,CNR1101524627,Success,CID8736345,Bike,Viman Nagar,Punawale,129,40,,,No,,158,Cash,12,3.2,4.2
25-07-2026 10:47,10:47:28 AM,CNR5893370298,Driver not found,CID3343631,Prime Sedan,Kalyani Nagar,Chinchwad,,,,,,,,,,,
08-07-2026 13:09,01:09:38 PM,CNR6868563599,Canceled by Driver,CID2588379,Auto,Shivajinagar,Wagholi,,,,More than permitted people in there,,,,,,,
19-07-2026 20:45,08:45:12 PM,CNR3999897776,Canceled by Driver,CID7726444,eBike,Narhe,Ravet,,,,Personal & Car related issues,,,,,,,
13-07-2026 18:24,06:24:40 PM,CNR4738835217,Canceled by Driver,CID8427269,Mini,Viman Nagar,Ravet,,,,The customer was coughing/sick,,,,,,,
31-07-2026 22:09,10:09:09 PM,CNR8401775534,Success,CID7954099,Auto,Wagholi,Moshi,114,18,,,No,,234,Cash,8,3.8,4.8
01-07-2026 06:38,06:38:13 AM,CNR2475823453,Canceled by Driver,CID3789113,Mini,Swargate,Pimpri,,,,Personal & Car related issues,,,,,,,
12-07-2026 13:59,01:59:27 PM,CNR7243788183,Success,CID8631888,Auto,Kondhwa,Tathawade,305,116,,,No,,233,Cash,9,5,4.8
25-07-2026 10:18,10:18:24 AM,CNR8902887824,Success,CID4950309,Mini,Lohegaon,Dhayari,36,76,,,No,,182,Credit Card,5,5,4
12-07-2026 07:35,07:35:42 AM,CNR2842909587,Canceled by Driver,CID4838708,Prime Plus,Nigdi,Narhe,,,,Personal & Car related issues,,,,,,,
07-07-2026 12:40,12:40:27 PM,CNR2365540140,Driver not found,CID9557532,Mini,Bhosari,Baner,,,,,,,,,,,
26-07-2026 12:01,12:01:08 PM,CNR5760639092,Success,CID8896806,Auto,Magarpatta,Yerawada,278,146,,,No,,339,UPI,13,3,3.5
19-07-2026 14:28,02:28:55 PM,CNR3139619315,Success,CID9093073,Prime Sedan,Bavdhan,Kondhwa,92,70,,,No,,1047,UPI,32,4.8,1
18-07-2026 04:42,04:42:30 AM,CNR6803313413,Success,CID4276605,Auto,Bhosari,Wanowrie,268,88,,,No,,125,Debit Card,2,2,5
12-07-2026 20:06,08:06:12 PM,CNR7997640507,Success,CID4440302,Auto,Aundh,Pashan,67,20,,,No,,204,Cash,6,3.5,4
05-07-2026 01:58,01:58:38 AM,CNR6617690187,Canceled by Driver,CID8164885,Auto,Moshi,Tathawade,,,,Customer related issue,,,,,,,
18-07-2026 21:44,09:44:00 PM,CNR7064722656,Success,CID8814454,Auto,Hinjawadi,Swargate,57,41,,,No,,398,UPI,15,4.2,2.5
16-07-2026 08:29,08:29:31 AM,CNR7829749784,Driver not found,CID7067935,Bike,Akurdi,Tathawade,,,,,,,,,,,
12-07-2026 10:28,10:28:34 AM,CNR9229240887,Success,CID3975136,Prime Plus,Katraj,Ravet,95,147,,,No,,531,UPI,13,2,4.7
03-07-2026 17:36,05:36:47 PM,CNR4599225876,Success,CID3674222,Bike,Mundhwa,Undri,85,70,,,Yes,Customer Demand,209,UPI,9,4.2,4.8
20-07-2026 23:40,11:40:26 PM,CNR7770367110,Success,CID6622514,Prime Sedan,Hadapsar,Camp,279,118,,,No,,694,UPI,28,4.2,5
20-07-2026 06:01,06:01:53 AM,CNR8930558026,Success,CID1064397,Auto,Pashan,Kothrud,219,96,,,No,,245,UPI,13,1,2
18-07-2026 10:21,10:21:29 AM,CNR9056968402,Success,CID5709186,Auto,Kharadi,Vadgaon Budruk,127,16,,,No,,294,Credit Card,9,3,2
05-07-2026 01:58,01:58:35 AM,CNR6554740705,Canceled by Customer,CID8512223,Prime Sedan,Ravet,Baner,,,AC is not working,,,,,,,,
10-07-2026 01:44,01:44:48 AM,CNR9973456942,Canceled by Driver,CID9693274,Prime SUV,Wakad,Kothrud,,,,More than permitted people in there,,,,,,,
15-07-2026 16:39,04:39:01 PM,CNR5346058738,Success,CID4720113,Bike,Magarpatta,Kalyani Nagar,204,76,,,No,,140,Credit Card,10,2,3.8
24-07-2026 03:59,03:59:39 AM,CNR7386031788,Driver not found,CID6738315,Bike,Yerawada,Pirangut,,,,,,,,,,,
08-07-2026 20:19,08:19:06 PM,CNR2034937910,Canceled by Driver,CID2547179,Mini,Wagholi,Baner,,,,More than permitted people in there,,,,,,,
25-07-2026 10:07,10:07:56 AM,CNR4660422724,Success,CID7861811,Bike,Swargate,Karve Nagar,260,136,,,No,,105,UPI,2,1,3.8
10-07-2026 09:45,09:45:00 AM,CNR5209504743,Success,CID3221150,Auto,Fatima Nagar,Vadgaon Budruk,283,116,,,No,,190,UPI,5,3.8,2.5
21-07-2026 04:26,04:26:46 AM,CNR5109732502,Success,CID5578189,Prime Sedan,Kalyani Nagar,Aundh,119,20,,,No,,740,Debit Card,30,3,4.7
29-07-2026 02:21,02:21:42 AM,CNR5132567047,Canceled by Driver,CID6789659,Prime Sedan,Bavdhan,Chakan,,,,More than permitted people in there,,,,,,,
23-07-2026 14:06,02:06:27 PM,CNR5596205872,Success,CID5822555,Prime Plus,Kalyani Nagar,Shivajinagar,165,97,,,Yes,Other Issue,726,Cash,26,3,2
03-07-2026 21:12,09:12:49 PM,CNR7651089410,Driver not found,CID1536281,Mini,Viman Nagar,Dighi,,,,,,,,,,,
12-07-2026 23:49,11:49:44 PM,CNR1592912948,Success,CID9154246,Prime Sedan,Keshav Nagar,Kondhwa,190,30,,,Yes,Other Issue,799,UPI,24,4.5,2.5
18-07-2026 20:31,08:31:29 PM,CNR2130139246,Success,CID8473495,Bike,Wanowrie,Pisoli,26,30,,,No,,177,UPI,10,1,5
21-07-2026 06:30,06:30:49 AM,CNR2538659471,Success,CID2268120,Mini,Pimpri,Chakan,68,29,,,No,,164,UPI,6,3.8,4.2
11-07-2026 10:01,10:01:57 AM,CNR3974426294,Driver not found,CID9039482,Mini,Nigdi,Warje,,,,,,,,,,,
13-07-2026 21:45,09:45:57 PM,CNR7719619044,Success,CID8774325,Auto,Pirangut,Tathawade,175,95,,,No,,290,UPI,16,2,3.5
12-07-2026 11:55,11:55:34 AM,CNR1055486805,Canceled by Driver,CID7956451,Prime Sedan,Narhe,Viman Nagar,,,,Customer related issue,,,,,,,
22-07-2026 12:06,12:06:58 PM,CNR7644272461,Driver not found,CID5212615,Prime Sedan,Hinjawadi,Karve Nagar,,,,,,,,,,,
28-07-2026 16:58,04:58:28 PM,CNR8887188489,Canceled by Driver,CID6295386,Auto,Moshi,Lohegaon,,,,Customer related issue,,,,,,,
24-07-2026 15:47,03:47:28 PM,CNR1101132383,Success,CID4382833,Mini,Magarpatta,Wagholi,255,102,,,Yes,Vehicle Breakdown,688,Credit Card,21,2.5,3
09-07-2026 00:43,12:43:31 AM,CNR2380805331,Canceled by Customer,CID8963494,Auto,Pashan,Dhayari,,,Change of plans,,,,,,,,
17-07-2026 04:07,04:07:49 AM,CNR2967665847,Canceled by Customer,CID3344697,Mini,Koregaon Park,Hadapsar,,,Driver is not moving towards pickup location,,,,,,,,
15-07-2026 03:21,03:21:01 AM,CNR8424633916,Success,CID7056326,Prime Plus,Yerawada,Nigdi,131,45,,,No,,362,UPI,12,3,3.5
01-07-2026 16:46,04:46:06 PM,CNR1193692685,Success,CID2068342,Mini,Keshav Nagar,Punawale,193,53,,,Yes,Customer Demand,392,Cash,18,3.8,3.2
29-07-2026 23:30,11:30:00 PM,CNR3653880685,Success,CID2615175,Auto,Wagholi,Yerawada,241,52,,,No,,170,Cash,8,3.2,3.2
15-07-2026 08:44,08:44:32 AM,CNR8482386737,Success,CID8790085,Mini,Camp,Sinhagad Road,239,124,,,No,,487,UPI,23,4.2,5
30-07-2026 08:25,08:25:23 AM,CNR3153541359,Canceled by Driver,CID2424889,Mini,Wanowrie,Moshi,,,,Personal & Car related issues,,,,,,,
21-07-2026 11:55,11:55:46 AM,CNR1734540796,Success,CID5713344,Mini,Koregaon Park,Hinjawadi,152,19,,,No,,487,Debit Card,23,4,2
23-07-2026 23:22,11:22:45 PM,CNR8659859752,Canceled by Driver,CID7580176,Mini,Hadapsar,Viman Nagar,,,,The customer was coughing/sick,,,,,,,
13-07-2026 03:26,03:26:03 AM,CNR9020993118,Success,CID6435401,eBike,Hadapsar,Baner,220,145,,,No,,74,Cash,3,4.8,4.2
26-07-2026 15:31,03:31:22 PM,CNR3126626578,Driver not found,CID3505169,Bike,Dighi,Bavdhan,,,,,,,,,,,
06-07-2026 14:59,02:59:35 PM,CNR6344050787,Success,CID1838908,eBike,Moshi,Chinchwad,161,28,,,No,,58,Cash,1,3.2,4
30-07-2026 22:08,10:08:21 PM,CNR1215773063,Canceled by Driver,CID1172933,Mini,Yerawada,Punawale,,,,More than permitted people in there,,,,,,,
19-07-2026 13:50,01:50:54 PM,CNR7326466701,Canceled by Driver,CID5876221,Prime Sedan,Aundh,Karve Nagar,,,,Personal & Car related issues,,,,,,,
11-07-2026 21:16,09:16:55 PM,CNR3954693686,Success,CID8802206,Prime Sedan,Aundh,Magarpatta,90,121,,,No,,667,Cash,20,2.5,2.5
24-07-2026 03:49,03:49:55 AM,CNR9289289282,Success,CID3989590,Auto,Camp,Vishrantwadi,309,117,,,No,,196,UPI,7,4.5,4
24-07-2026 22:53,10:53:30 PM,CNR2721858927,Success,CID9482690,Auto,Mundhwa,Hinjawadi,293,117,,,Yes,Vehicle Breakdown,276,UPI,10,2.5,3.2
24-07-2026 12:04,12:04:36 PM,CNR5362202249,Success,CID4461319,Auto,Dhanori,Kharadi,202,96,,,No,,169,UPI,5,4.8,2.5
10-07-2026 12:13,12:13:11 PM,CNR1465845503,Success,CID9009553,Mini,Narhe,Dhankawadi,129,76,,,No,,250,UPI,6,2,4.2
02-07-2026 06:25,06:25:53 AM,CNR6644947480,Canceled by Driver,CID7492184,Auto,Viman Nagar,Punawale,,,,More than permitted people in there,,,,,,,
27-07-2026 22:53,10:53:09 PM,CNR3499583581,Success,CID5452212,Bike,Dhayari,Ravet,25,70,,,No,,140,Credit Card,10,3,4.7
25-07-2026 06:47,06:47:48 AM,CNR1361613281,Success,CID1129962,Prime Plus,Lohegaon,Camp,187,84,,,No,,1172,Cash,32,4,3.2
12-07-2026 23:28,11:28:35 PM,CNR5423125652,Success,CID2066640,Prime Plus,Swargate,Pisoli,43,61,,,No,,1385,Debit Card,38,2,2.5
05-07-2026 10:46,10:46:47 AM,CNR1745099712,Driver not found,CID6971745,Auto,Pimpri,Akurdi,,,,,,,,,,,
15-07-2026 13:06,01:06:39 PM,CNR8165792938,Driver not found,CID8694914,Prime SUV,Koregaon Park,Chakan,,,,,,,,,,,
10-07-2026 17:53,05:53:50 PM,CNR1788957454,Success,CID5016855,Auto,Dhanori,Hadapsar,263,117,,,No,,105,Cash,2,2,2.5
06-07-2026 02:32,02:32:05 AM,CNR7633780889,Success,CID4910239,Prime SUV,Hinjawadi,Chakan,172,66,,,No,,626,Cash,18,2,1
16-07-2026 08:47,08:47:28 AM,CNR6327572453,Canceled by Driver,CID5241534,Auto,Magarpatta,Dhayari,,,,The customer was coughing/sick,,,,,,,
26-07-2026 06:21,06:21:08 AM,CNR5937110022,Canceled by Driver,CID3785269,Mini,Bibwewadi,Punawale,,,,The customer was coughing/sick,,,,,,,
19-07-2026 10:01,10:01:41 AM,CNR8200735253,Success,CID6264002,Auto,Kharadi,Wakad,79,145,,,No,,265,Debit Card,9,4,4
16-07-2026 01:32,01:32:15 AM,CNR1469675542,Success,CID4950182,Mini,Viman Nagar,Fatima Nagar,165,43,,,No,,487,Credit Card,23,5,4.7
31-07-2026 20:02,08:02:44 PM,CNR3093355084,Canceled by Driver,CID5679933,Mini,Hadapsar,Keshav Nagar,,,,More than permitted people in there,,,,,,,
24-07-2026 01:40,01:40:35 AM,CNR9552224834,Driver not found,CID5170205,Bike,Vishrantwadi,Wakad,,,,,,,,,,,
05-07-2026 13:41,01:41:22 PM,CNR4379224381,Driver not found,CID1480905,Bike,Baner,Keshav Nagar,,,,,,,,,,,
13-07-2026 09:07,09:07:43 AM,CNR7504249332,Driver not found,CID8169177,Auto,Wanowrie,Ambegaon,,,,,,,,,,,
15-07-2026 12:46,12:46:26 PM,CNR4286323869,Canceled by Driver,CID3243008,Prime Sedan,Narhe,Keshav Nagar,,,,Personal & Car related issues,,,,,,,
19-07-2026 21:51,09:51:51 PM,CNR6432533179,Success,CID9590221,Prime Plus,Akurdi,Baner,62,93,,,No,,1360,Credit Card,37,2,4.5
22-07-2026 11:48,11:48:17 AM,CNR9870076518,Canceled by Driver,CID4996605,Mini,Chinchwad,Fatima Nagar,,,,The customer was coughing/sick,,,,,,,
11-07-2026 05:03,05:03:53 AM,CNR3206685792,Success,CID2549914,Auto,Vadgaon Budruk,Kondhwa,84,33,,,No,,224,UPI,8,1,5
12-07-2026 05:03,05:03:00 AM,CNR5814528139,Canceled by Customer,CID9282226,Bike,Moshi,Kondhwa,,,Driver is not moving towards pickup location,,,,,,,,
04-07-2026 07:53,07:53:35 AM,CNR1752384510,Success,CID9159481,Prime Plus,Shivajinagar,Kothrud,196,134,,,No,,1329,Cash,32,5,2
04-07-2026 19:58,07:58:35 PM,CNR1025502593,Canceled by Driver,CID1917738,Prime Plus,Karve Nagar,Kondhwa,,,,Customer related issue,,,,,,,
24-07-2026 09:09,09:09:15 AM,CNR5061431414,Success,CID7070539,Auto,Ravet,Pisoli,185,15,,,No,,309,UPI,11,3.2,5
29-07-2026 17:51,05:51:04 PM,CNR8674551643,Canceled by Driver,CID5188158,Auto,Pimpri,Dhanori,,,,More than permitted people in there,,,,,,,
06-07-2026 20:18,08:18:17 PM,CNR1312946711,Canceled by Driver,CID8837795,Auto,Lohegaon,Bavdhan,,,,Personal & Car related issues,,,,,,,
29-07-2026 04:04,04:04:58 AM,CNR5416879943,Success,CID7188045,Prime Plus,Baner,Bhosari,55,19,,,No,,700,Credit Card,25,4.2,1
11-07-2026 08:49,08:49:38 AM,CNR7961088482,Success,CID8899616,Auto,Wagholi,Kharadi,183,76,,,No,,272,Debit Card,11,3.2,3
27-07-2026 11:21,11:21:51 AM,CNR4879852669,Success,CID4283760,Prime Sedan,Dhankawadi,Vishrantwadi,26,17,,,No,,786,UPI,32,4,3
02-07-2026 11:45,11:45:38 AM,CNR1215974611,Canceled by Customer,CID7145316,Auto,Ravet,Vadgaon Budruk,,,Driver asked to cancel,,,,,,,,
04-07-2026 10:07,10:07:32 AM,CNR9389543812,Success,CID5182631,Prime Sedan,Koregaon Park,Sinhagad Road,306,113,,,No,,1071,Cash,27,2,4.5
14-07-2026 08:54,08:54:41 AM,CNR4798536579,Driver not found,CID5612791,Auto,Magarpatta,Chinchwad,,,,,,,,,,,
26-07-2026 10:48,10:48:23 AM,CNR8122698108,Driver not found,CID1909756,Auto,Dighi,Ravet,,,,,,,,,,,
14-07-2026 23:41,11:41:28 PM,CNR9904384729,Success,CID8113155,Mini,Dhanori,Hadapsar,113,108,,,No,,335,Credit Card,15,4.5,3.5
26-07-2026 23:37,11:37:48 PM,CNR8346436219,Success,CID2435879,Prime Sedan,Baner,Chinchwad,80,46,,,No,,784,Debit Card,23,3,3.5
11-07-2026 04:05,04:05:23 AM,CNR6711328373,Canceled by Customer,CID5712529,Auto,Kalyani Nagar,Dighi,,,Wrong Address,,,,,,,,
05-07-2026 23:37,11:37:14 PM,CNR4042400084,Success,CID3070151,Auto,Chakan,Sinhagad Road,304,46,,,No,,345,UPI,13,3,3.5
29-07-2026 14:00,02:00:19 PM,CNR3356759699,Success,CID8840664,Prime Plus,Warje,Dhankawadi,265,83,,,No,,986,Cash,36,3.8,4.8
03-07-2026 21:58,09:58:58 PM,CNR6378253668,Driver not found,CID4292334,Auto,Pimpri,Kothrud,,,,,,,,,,,
23-07-2026 16:30,04:30:12 PM,CNR4698427786,Success,CID1476465,Mini,Chinchwad,Shivajinagar,306,63,,,No,,164,UPI,6,4.7,4.2
27-07-2026 02:08,02:08:49 AM,CNR6287408569,Driver not found,CID2896557,Prime Plus,Wakad,Tathawade,,,,,,,,,,,
04-07-2026 02:55,02:55:24 AM,CNR4092703915,Success,CID3866858,Auto,Pisoli,Narhe,138,59,,,No,,220,Cash,6,5,4
17-07-2026 10:32,10:32:25 AM,CNR2470464800,Canceled by Customer,CID1409352,Auto,Pirangut,Wagholi,,,Wrong Address,,,,,,,,
03-07-2026 01:12,01:12:38 AM,CNR7646708505,Success,CID1384721,Mini,Hinjawadi,Aundh,159,137,,,No,,817,UPI,25,1,2.5
15-07-2026 08:05,08:05:48 AM,CNR1458061091,Success,CID6529744,Auto,Nigdi,Wakad,173,105,,,No,,275,UPI,15,2,5
25-07-2026 18:03,06:03:16 PM,CNR7375663307,Canceled by Customer,CID3909068,Prime Sedan,Yerawada,Kothrud,,,Driver is not moving towards pickup location,,,,,,,,
10-07-2026 00:25,12:25:57 AM,CNR8855792451,Canceled by Driver,CID8628561,Prime Plus,Camp,Dhanori,,,,Personal & Car related issues,,,,,,,
08-07-2026 07:26,07:26:24 AM,CNR3571408353,Success,CID2207752,Auto,Viman Nagar,Mundhwa,307,61,,,No,,275,Cash,15,4.5,2.5
09-07-2026 00:37,12:37:53 AM,CNR5152012349,Driver not found,CID7274581,Auto,Sinhagad Road,Koregaon Park,,,,,,,,,,,
25-07-2026 00:20,12:20:27 AM,CNR8173662762,Success,CID4877991,Prime SUV,Hinjawadi,Narhe,257,97,,,No,,1255,UPI,29,3,3.5
31-07-2026 09:27,09:27:19 AM,CNR2731298171,Success,CID2970442,Mini,Bhosari,Hinjawadi,268,45,,,No,,228,UPI,6,2.5,4.5
08-07-2026 23:14,11:14:28 PM,CNR9499353480,Driver not found,CID2297448,Prime Plus,Vadgaon Budruk,Dhayari,,,,,,,,,,,
03-07-2026 05:38,05:38:39 AM,CNR1980647996,Success,CID4803263,Bike,Pimpri,Dighi,125,76,,,No,,193,UPI,9,1,3.8
05-07-2026 12:49,12:49:00 PM,CNR8724854819,Success,CID2447097,Prime Sedan,Kalyani Nagar,Wakad,104,15,,,No,,1085,Cash,30,3,2.5
19-07-2026 01:40,01:40:21 AM,CNR7441795719,Success,CID4737231,Auto,Keshav Nagar,Tathawade,203,25,,,No,,257,Cash,10,4,2
21-07-2026 16:41,04:41:54 PM,CNR7795274258,Success,CID4791525,Prime Sedan,Sinhagad Road,Aundh,281,74,,,No,,303,UPI,11,4,2.5
14-07-2026 15:23,03:23:53 PM,CNR2427475848,Canceled by Customer,CID1941147,Mini,Wagholi,Dhankawadi,,,AC is not working,,,,,,,,
03-07-2026 19:15,07:15:48 PM,CNR8429804727,Success,CID9523185,Prime Plus,Fatima Nagar,Warje,268,96,,,No,,1122,Cash,29,3,5
29-07-2026 17:12,05:12:54 PM,CNR2024378364,Success,CID3518057,Prime Plus,Kothrud,Lohegaon,244,26,,,No,,336,UPI,11,3,2
29-07-2026 14:08,02:08:00 PM,CNR1932561559,Canceled by Driver,CID3647302,Mini,Vishrantwadi,Dhankawadi,,,,Personal & Car related issues,,,,,,,
12-07-2026 22:47,10:47:05 PM,CNR5196345848,Canceled by Driver,CID8587285,Prime Sedan,Dhanori,Yerawada,,,,Customer related issue,,,,,,,
26-07-2026 04:21,04:21:47 AM,CNR2018416689,Success,CID9061951,Auto,Kalyani Nagar,Wanowrie,200,33,,,Yes,Vehicle Breakdown,369,Cash,16,3.2,4.2
28-07-2026 22:48,10:48:57 PM,CNR8979478245,Success,CID5554453,Mini,Undri,Dhankawadi,269,28,,,No,,240,Cash,10,4.2,4.5
17-07-2026 01:34,01:34:37 AM,CNR3026401807,Driver not found,CID1586244,Prime Sedan,Dhankawadi,Akurdi,,,,,,,,,,,
19-07-2026 20:49,08:49:54 PM,CNR7967457869,Driver not found,CID3122888,Auto,Nigdi,Kharadi,,,,,,,,,,,
24-07-2026 08:17,08:17:30 AM,CNR4814615450,Success,CID8114973,Auto,Karve Nagar,Moshi,103,43,,,No,,195,UPI,7,1,3.5
28-07-2026 18:09,06:09:52 PM,CNR2163189929,Driver not found,CID1818864,Prime Plus,Koregaon Park,Dhayari,,,,,,,,,,,
04-07-2026 19:04,07:04:24 PM,CNR9220266250,Success,CID2675154,Prime Plus,Wanowrie,Pimpri,45,31,,,No,,730,Debit Card,17,2.5,4.8
03-07-2026 11:27,11:27:23 AM,CNR7492188020,Success,CID2173108,Mini,Punawale,Baner,170,65,,,No,,224,UPI,5,1,2.5
21-07-2026 08:45,08:45:57 AM,CNR4121634274,Success,CID6873299,Mini,Camp,Shivajinagar,290,112,,,No,,297,UPI,13,3.5,3.5
02-07-2026 16:38,04:38:45 PM,CNR5178357308,Success,CID3976277,eBike,Fatima Nagar,Sinhagad Road,253,132,,,No,,82,UPI,4,3.8,4.5
04-07-2026 17:54,05:54:24 PM,CNR4201279275,Canceled by Driver,CID1178481,eBike,Undri,Pimpri,,,,Customer related issue,,,,,,,
13-07-2026 11:57,11:57:51 AM,CNR8439441986,Success,CID8437558,Mini,Hinjawadi,Akurdi,41,115,,,No,,259,UPI,11,3.8,3.2
06-07-2026 10:58,10:58:02 AM,CNR5110528373,Success,CID5265150,Auto,Hadapsar,Ravet,274,82,,,No,,170,Cash,8,4.2,5
28-07-2026 08:16,08:16:21 AM,CNR9877828115,Success,CID8300623,Mini,Katraj,Ravet,234,57,,,No,,183,UPI,7,2,2
11-07-2026 09:33,09:33:01 AM,CNR3847496561,Success,CID1853164,Auto,Pirangut,Yerawada,81,121,,,No,,204,Cash,6,4.5,3.8
18-07-2026 03:51,03:51:59 AM,CNR3394985180,Driver not found,CID8088523,Auto,Shivajinagar,Dhankawadi,,,,,,,,,,,
01-07-2026 12:38,12:38:56 PM,CNR5542035667,Canceled by Customer,CID2245957,eBike,Narhe,Pimpri,,,Change of plans,,,,,,,,
17-07-2026 16:04,04:04:25 PM,CNR9568856478,Success,CID8956812,Auto,Viman Nagar,Kharadi,131,46,,,No,,260,UPI,9,2,5
25-07-2026 04:19,04:19:45 AM,CNR2706466502,Success,CID7699865,Auto,Bavdhan,Dhanori,188,40,,,No,,391,Debit Card,16,3,4.7
31-07-2026 15:19,03:19:24 PM,CNR6918911735,Success,CID3087598,Bike,Dhanori,Hadapsar,235,15,,,No,,220,UPI,12,4.8,1
21-07-2026 22:06,10:06:21 PM,CNR5905945554,Driver not found,CID6201917,Prime Sedan,Bhosari,Swargate,,,,,,,,,,,
07-07-2026 17:05,05:05:54 PM,CNR4908036504,Success,CID4138454,Prime Sedan,Moshi,Tathawade,195,98,,,Yes,Vehicle Breakdown,786,Debit Card,32,3,4.5
12-07-2026 21:47,09:47:10 PM,CNR7662685947,Success,CID8659625,Bike,Viman Nagar,Fatima Nagar,100,33,,,No,,160,UPI,6,3.5,3.2
05-07-2026 21:25,09:25:24 PM,CNR6914529529,Driver not found,CID8870418,Prime Plus,Aundh,Chakan,,,,,,,,,,,
11-07-2026 21:33,09:33:14 PM,CNR6069203635,Driver not found,CID5528102,Mini,Bhosari,Vishrantwadi,,,,,,,,,,,
18-07-2026 07:12,07:12:10 AM,CNR7348839879,Success,CID6083366,Prime Plus,Chakan,Camp,104,44,,,No,,1268,UPI,30,3.8,2
16-07-2026 12:10,12:10:00 PM,CNR7590743103,Success,CID1334602,Auto,Bhosari,Keshav Nagar,236,76,,,No,,125,UPI,5,4.2,4.8
27-07-2026 02:55,02:55:17 AM,CNR1055328745,Canceled by Customer,CID5594297,Auto,Kothrud,Pashan,,,Wrong Address,,,,,,,,
07-07-2026 05:38,05:38:30 AM,CNR1954595046,Success,CID3655263,Mini,Bibwewadi,Pirangut,242,60,,,No,,145,Credit Card,5,4,3.5
14-07-2026 13:04,01:04:03 PM,CNR7494894225,Success,CID7424320,Auto,Swargate,Hinjawadi,43,68,,,No,,275,UPI,15,2,2.5
20-07-2026 13:14,01:14:02 PM,CNR4471811881,Success,CID5833042,Auto,Hadapsar,Pirangut,176,46,,,No,,260,Cash,14,4.7,4.2
31-07-2026 20:45,08:45:29 PM,CNR8275198050,Success,CID7061390,Prime Sedan,Katraj,Aundh,174,107,,,No,,330,UPI,9,2,4.2
